variant,kind,aibl_n,aibl_acc,aibl_bacc,aibl_auc,aibl_ad_vs_cn_auc,aibl_recall_CN,aibl_recall_MCI,aibl_recall_AD,aibl_ad_to_cn_errors,ixi_cn_retention,ixi_false_impairment,oasis_bacc_stress,aibl_ece,aibl_brier,aibl_nll,notes,source,temperature
random_0014,risk_candidate,216,0.9212962962962963,0.8607824274490942,0.9465733320777755,1.0,0.9675324675324676,0.8,0.8148148148148148,0,1.0,0.0,0.3333333333333333,0.08191444279372273,0.13940851543845087,0.28428561856478995,Random candidate from RC-SPE pooling family.,random_pool,0.5817390108477457
random_0015,risk_candidate,216,0.8148148148148148,0.5953663620330287,0.9500060173346333,0.9961519961519961,0.9935064935064936,0.2,0.5925925925925926,10,1.0,0.0,0.3333333333333333,0.07928252409764884,0.22762814301734965,0.3914810689633971,Random candidate from RC-SPE pooling family.,random_pool,0.7845026795439226
random_0016,risk_candidate,216,0.8425925925925926,0.6396184062850729,0.9549462560006222,0.9975949975949976,0.9675324675324676,0.9142857142857143,0.037037037037037035,1,1.0,0.0,0.3393726865380869,0.14696093909143837,0.2481036512063806,0.484753205471668,Random candidate from RC-SPE pooling family.,random_pool,1.057081581543866
random_0017,risk_candidate,216,0.8657407407407407,0.7198813532146865,0.9550764878457837,0.9990379990379991,0.9935064935064936,0.3142857142857143,0.8518518518518519,1,1.0,0.0,0.3333333333333333,0.06544912124008384,0.17466884294760554,0.3135271770634745,Random candidate from RC-SPE pooling family.,random_pool,0.5786833543513408
random_0018,risk_candidate,216,0.7685185185185185,0.4747314413981081,0.9527423173126829,0.9961519961519961,0.9935064935064936,0.17142857142857143,0.25925925925925924,17,1.0,0.0,0.3333333333333333,0.13856300986295292,0.2534964482205883,0.4427703307830769,Random candidate from RC-SPE pooling family.,random_pool,1.0577303010420795
random_0019,risk_candidate,216,0.8148148148148148,0.6502004168670835,0.92391998688427,0.98989898989899,0.9675324675324676,0.05714285714285714,0.9259259259259259,1,1.0,0.0,0.3050847457627119,0.22725645433763875,0.3113185842905025,0.6000132876202918,Random candidate from RC-SPE pooling family.,random_pool,1.368484953183692
random_0020,risk_candidate,216,0.7129629629629629,0.3333333333333333,0.9329230369840634,0.9889369889369889,1.0,0.0,0.0,27,1.0,0.0,0.3333333333333333,0.20105599905689367,0.4479385855770169,0.7567959615472292,Random candidate from RC-SPE pooling family.,random_pool,2.2334574047326603
random_0021,risk_candidate,216,0.9027777777777778,0.8113997113997113,0.9547613859695948,0.9990379990379991,0.9675324675324676,0.8,0.6666666666666666,0,1.0,0.0,0.3450224040522112,0.10268823911450886,0.16675916066694488,0.3361976056274052,Random candidate from RC-SPE pooling family.,random_pool,0.7261542663903845
random_0022,risk_candidate,216,0.7777777777777778,0.5135321468654802,0.9535014735506054,0.9963924963924964,0.9935064935064936,0.02857142857142857,0.5185185185185185,12,1.0,0.0,0.3333333333333333,0.10156412956948897,0.26956783028409287,0.4439848389886472,Random candidate from RC-SPE pooling family.,random_pool,0.7721106522422503
random_0023,risk_candidate,216,0.7731481481481481,0.5040083373416707,0.9457586326249293,0.9920634920634921,0.9935064935064936,0.0,0.5185185185185185,12,1.0,0.0,0.3276836158192091,0.13321742174855503,0.29907032752764584,0.5362705628229714,Random candidate from RC-SPE pooling family.,random_pool,1.2566287583803124
random_0024,risk_candidate,216,0.8564814814814815,0.7365239698573033,0.9463617138158549,0.9911014911014911,0.9545454545454546,0.5142857142857142,0.7407407407407407,1,1.0,0.0,0.35671147477108905,0.25666811444965976,0.30198305127565994,0.5759884767481673,Random candidate from RC-SPE pooling family.,random_pool,1.6049614372633745
random_0025,risk_candidate,216,0.7314814814814815,0.38271604938271603,0.9482858295630164,0.9954304954304954,1.0,0.0,0.14814814814814814,23,1.0,0.0,0.3333333333333333,0.1862698482756125,0.36630031649502326,0.5934628597462136,Random candidate from RC-SPE pooling family.,random_pool,1.3349431478878984
random_0026,risk_candidate,216,0.8796296296296297,0.7564213564213564,0.9548741201629819,0.9990379990379991,0.974025974025974,0.6285714285714286,0.6666666666666666,1,1.0,0.0,0.3333333333333333,0.04691999433796591,0.16418050460905978,0.31649655741744886,Random candidate from RC-SPE pooling family.,random_pool,0.6075242112254282
random_0027,risk_candidate,216,0.7685185185185185,0.48319704986371653,0.9487524758905271,0.9985569985569985,0.9935064935064936,0.08571428571428572,0.37037037037037035,14,1.0,0.0,0.3333333333333333,0.12139710266994642,0.28050494168837503,0.4648667155181196,Random candidate from RC-SPE pooling family.,random_pool,0.6029618922727785
random_0028,risk_candidate,216,0.7129629629629629,0.3406926406926407,0.9511118633599608,0.9973544973544973,0.9935064935064936,0.02857142857142857,0.0,27,1.0,0.0,0.3333333333333333,0.1948508804635049,0.28059977591966834,0.4818627365971509,Random candidate from RC-SPE pooling family.,random_pool,1.2047418422929472
random_0029,risk_candidate,216,0.8287037037037037,0.6510501843835177,0.9488309899525964,0.9980759980759981,0.987012987012987,0.11428571428571428,0.8518518518518519,3,1.0,0.0,0.3333333333333333,0.18520150201386662,0.23584429983890903,0.4763004721936169,Random candidate from RC-SPE pooling family.,random_pool,1.3737279776661369
