group,ad_key_score,uniform_null,delta,ci_low,ci_high,permutation_p
aibl_heldout,0.5103473609459455,0.2857142857142857,0.22463307523165976,0.47859307859429273,0.5259354979536525,0.02599133622125958
aibl_adapt_heldout,0.5115238450641606,0.2857142857142857,0.2258095593498749,0.49257134278986425,0.524963198907181,0.034988337220926355
all_labeled_ad,0.4262770485222537,0.2857142857142857,0.14056276280796798,0.3476874198586107,0.4781569370069373,0.020659780073308896
adni_val_internal_test,0.3420924993478231,0.2857142857142857,0.0563782136335374,0.25765905913998616,0.5026762067199423,0.18427190936354548
